claim_id,policy_id,source_system,claimant_anon,claimant_email_anon,claimant_phone_anon,claimant_ssn_anon,claimant_address_anon,anonymization_hash,amount,deductible,coverage_limit,premium_annual,description,date_of_loss,reported_date,adjuster_id,documents,line_of_business,claim_type,claim_subtype,severity,fraud_flag,suspicious_pattern_flag,expected_decision,correct_payout_amount,days_to_first_contact,days_to_investigation_complete,days_to_settle,expected_severity,expected_claim_type,expected_fraud_flag,expected_payout_amount
CLM-2026-03681,HE-2024-970,AS400,CLAIMANT-3E1FDC,user-3e1fdc5732@anonymized.shieldpoint.local,+1-555-3E1-FDC5,XXX-XX-3E1F,ADDR-3E1FDC-ANON,3E1FDC5732,1884.31,2500,50000,1080.8,Moderate imaging treatment claim for CLAIMANT-3E1FDC.,2026-04-03,2026-04-05,ADJ-037,prior_authorization.pdf|treatment_plan.pdf,health,health,imaging,medium,False,False,approve,0.0,2,5,13,medium,health,False,0.0
CLM-2026-01235,AU-2024-963,AS400,CLAIMANT-685CE5,user-685ce5f96a@anonymized.shieldpoint.local,+1-555-685-CE5F,XXX-XX-685C,ADDR-685CE5-ANON,685CE5F96A,4427.89,1000,300000,2443.38,Noticeable pip medical incident reported by CLAIMANT-685CE5.,2025-08-14,2025-08-15,ADJ-016,medical_report.pdf|photos_vehicle_damage.pdf|repair_estimate.pdf,auto,auto,pip_medical,medium,False,False,approve,2588.7,3,5,12,medium,auto,False,2588.7
CLM-2026-00148,HO-2024-802,AS400,CLAIMANT-F49C14,user-f49c14977c@anonymized.shieldpoint.local,+1-555-F49-C149,XXX-XX-F49C,ADDR-F49C14-ANON,F49C14977C,8582.4,250,500000,1351.45,Moderate water damage damage reported by CLAIMANT-F49C14.,2024-02-27,2024-02-29,ADJ-045,hydrology_report.pdf|adjuster_inspection.pdf,homeowners,homeowners,water_damage,medium,False,False,route_to_manual_review,0.0,3,5,19,medium,homeowners,False,0.0
CLM-2026-02855,HO-2024-930,AS400,CLAIMANT-89FBC3,user-89fbc380e9@anonymized.shieldpoint.local,+1-555-89F-BC38,XXX-XX-89FB,ADDR-89FBC3-ANON,89FBC380E9,17967.55,2500,100000,2941.53,Severe smoke damage reported by CLAIMANT-89FBC3.,2026-12-02,2026-12-09,ADJ-010,adjuster_inspection.pdf,homeowners,homeowners,smoke,high,False,False,approve,14068.23,1,9,26,high,homeowners,False,14068.23
CLM-2026-04580,HO-2024-095,AS400,CLAIMANT-74B1CA,user-74b1cabcdb@anonymized.shieldpoint.local,+1-555-74B-1CAB,XXX-XX-74B1,ADDR-74B1CA-ANON,74B1CABCDB,1154.76,1500,500000,3152.16,Slight water damage damage reported by CLAIMANT-74B1CA.,2025-10-11,2025-10-17,ADJ-016,contractor_estimate.pdf|hydrology_report.pdf,homeowners,homeowners,water_damage,low,False,False,approve,0.0,1,2,7,low,homeowners,False,0.0
CLM-2026-04305,HO-2024-082,AS400,CLAIMANT-CAB72A,user-cab72a9be7@anonymized.shieldpoint.local,+1-555-CAB-72A9,XXX-XX-CAB7,ADDR-CAB72A-ANON,CAB72A9BE7,23057.17,250,100000,1236.9,Major hail damage reported by CLAIMANT-CAB72A.,2026-01-13,2026-01-16,ADJ-027,photos_hail_damage.pdf|hydrology_report.pdf|contractor_estimate.pdf|adjuster_inspection.pdf,homeowners,homeowners,hail,high,False,False,route_to_manual_review,0.0,1,9,21,high,homeowners,False,0.0
CLM-2026-01482,HO-2024-957,AS400,CLAIMANT-2EBAA3,user-2ebaa39a8c@anonymized.shieldpoint.local,+1-555-2EB-AA39,XXX-XX-2EBA,ADDR-2EBAA3-ANON,2EBAA39A8C,725.99,500,50000,2875.88,Small smoke damage reported by CLAIMANT-2EBAA3.,2025-10-21,2025-10-27,ADJ-038,contractor_estimate.pdf,homeowners,homeowners,smoke,low,False,True,route_to_manual_review,0.0,2,12,20,low,homeowners,False,0.0
CLM-2026-02975,AU-2024-699,AS400,CLAIMANT-0146DD,user-0146ddc431@anonymized.shieldpoint.local,+1-555-014-6DDC,XXX-XX-0146,ADDR-0146DD-ANON,0146DDC431,1101.93,2500,300000,2563.09,Small uninsured motorist incident reported by CLAIMANT-0146DD.,2024-08-01,2024-08-01,ADJ-023,medical_report.pdf|repair_estimate.pdf|photos_vehicle_damage.pdf|police_report.pdf,auto,auto,uninsured_motorist,low,False,False,approve,0.0,1,2,7,low,auto,False,0.0
CLM-2026-00837,AU-2024-821,PORTAL,CLAIMANT-521EA9,user-521ea92867@anonymized.shieldpoint.local,+1-555-521-EA92,XXX-XX-521E,ADDR-521EA9-ANON,521EA92867,5403.78,1000,100000,2047.57,Significant comprehensive glass incident reported by CLAIMANT-521EA9.,2025-07-15,2025-07-18,ADJ-035,medical_report.pdf,auto,auto,comprehensive_glass,high,True,False,deny,0.0,1,21,23,high,auto,True,0.0
CLM-2026-04763,HO-2024-107,AS400,CLAIMANT-0A4098,user-0a4098e86a@anonymized.shieldpoint.local,+1-555-0A4-098E,XXX-XX-0A40,ADDR-0A4098-ANON,0A4098E86A,33592.86,1500,50000,2249.02,Significant lightning damage reported by CLAIMANT-0A4098.,2025-09-07,2025-09-08,ADJ-012,photos_lightning_damage.pdf|hydrology_report.pdf|adjuster_inspection.pdf|contractor_estimate.pdf,homeowners,homeowners,lightning,high,False,False,route_to_manual_review,0.0,1,9,16,high,homeowners,False,0.0
CLM-2026-03357,HE-2024-200,AS400,CLAIMANT-690140,user-690140dce6@anonymized.shieldpoint.local,+1-555-690-140D,XXX-XX-6901,ADDR-690140-ANON,690140DCE6,1028.69,250,300000,3139.97,Small surgery elective treatment claim for CLAIMANT-690140.,2025-07-21,2025-07-23,ADJ-012,treatment_plan.pdf|itemized_bill.pdf|prior_authorization.pdf|medical_records.pdf,health,health,surgery_elective,low,False,False,approve,113.55,2,3,8,low,health,False,113.55
CLM-2026-03676,AU-2024-811,PORTAL,CLAIMANT-D4D351,user-d4d3519e02@anonymized.shieldpoint.local,+1-555-D4D-3519,XXX-XX-D4D3,ADDR-D4D351-ANON,D4D3519E02,21841.39,2500,50000,2172.96,Significant intentional damage incident reported by CLAIMANT-D4D351. Investigator flagged for possible misrepresentation.,2025-02-09,2025-02-12,ADJ-019,police_report.pdf|repair_estimate.pdf,auto,auto,intentional_damage,high,False,False,deny,0.0,2,9,10,high,auto,False,0.0
CLM-2026-04194,HO-2024-139,AS400,CLAIMANT-9DF9CA,user-9df9ca11b4@anonymized.shieldpoint.local,+1-555-9DF-9CA1,XXX-XX-9DF9,ADDR-9DF9CA-ANON,9DF9CA11B4,5281.75,2500,150000,1272.91,Moderate mold damage reported by CLAIMANT-9DF9CA. Note: peril typically excluded from standard policy.,2026-01-24,2026-01-26,ADJ-013,photos_mold_damage.pdf,homeowners,homeowners,mold,medium,False,False,deny,0.0,2,5,8,medium,homeowners,False,0.0
CLM-2026-03856,HE-2024-967,AS400,CLAIMANT-F5D085,user-f5d085a7bf@anonymized.shieldpoint.local,+1-555-F5D-085A,XXX-XX-F5D0,ADDR-F5D085-ANON,F5D085A7BF,412.34,500,250000,2551.23,Small emergency room treatment claim for CLAIMANT-F5D085.,2025-11-05,2025-11-09,ADJ-016,treatment_plan.pdf|prior_authorization.pdf|itemized_bill.pdf,health,health,emergency_room,low,False,False,approve,0.0,2,3,7,low,health,False,0.0
CLM-2026-00513,HO-2024-495,AS400,CLAIMANT-596E57,user-596e579322@anonymized.shieldpoint.local,+1-555-596-E579,XXX-XX-596E,ADDR-596E57-ANON,596E579322,5265.38,1000,150000,806.57,Noticeable wind damage reported by CLAIMANT-596E57.,2026-10-18,2026-10-22,ADJ-050,contractor_estimate.pdf|hydrology_report.pdf|photos_wind_damage.pdf|adjuster_inspection.pdf,homeowners,homeowners,wind,medium,False,False,approve,3552.37,3,5,10,medium,homeowners,False,3552.37
CLM-2026-01292,HO-2024-923,AS400,CLAIMANT-DEA9FA,user-dea9fac41e@anonymized.shieldpoint.local,+1-555-DEA-9FAC,XXX-XX-DEA9,ADDR-DEA9FA-ANON,DEA9FAC41E,1508.19,500,300000,3099.7,Slight water damage damage reported by CLAIMANT-DEA9FA.,2025-09-01,2025-09-02,ADJ-036,contractor_estimate.pdf|photos_water_damage_damage.pdf|hydrology_report.pdf,homeowners,homeowners,water_damage,low,False,False,approve,413.33,1,2,9,low,homeowners,False,413.33
CLM-2026-01431,HO-2024-999,AS400,CLAIMANT-EA2930,user-ea2930771e@anonymized.shieldpoint.local,+1-555-EA2-9307,XXX-XX-EA29,ADDR-EA2930-ANON,EA2930771E,1162.03,1000,500000,3125.72,Minor hail damage reported by CLAIMANT-EA2930.,2026-04-26,2026-04-27,ADJ-018,photos_hail_damage.pdf|contractor_estimate.pdf|adjuster_inspection.pdf,homeowners,homeowners,hail,low,False,False,approve,0.0,2,3,9,low,homeowners,False,0.0
CLM-2026-01617,HO-2024-814,AS400,CLAIMANT-AB93BD,user-ab93bd3978@anonymized.shieldpoint.local,+1-555-AB9-3BD3,XXX-XX-AB93,ADDR-AB93BD-ANON,AB93BD3978,595.57,250,150000,1329.05,Slight vandalism damage reported by CLAIMANT-AB93BD.,2026-08-02,2026-08-06,ADJ-050,adjuster_inspection.pdf,homeowners,homeowners,vandalism,low,False,False,deny,0.0,2,3,4,low,homeowners,False,0.0
CLM-2026-01031,HO-2024-358,AS400,CLAIMANT-A1E195,user-a1e195bb60@anonymized.shieldpoint.local,+1-555-A1E-195B,XXX-XX-A1E1,ADDR-A1E195-ANON,A1E195BB60,58891.22,250,250000,1482.11,Extensive smoke damage reported by CLAIMANT-A1E195.,2025-10-25,2025-10-28,ADJ-050,photos_smoke_damage.pdf|hydrology_report.pdf|adjuster_inspection.pdf,homeowners,homeowners,smoke,catastrophic,False,False,route_to_manual_review,0.0,2,18,29,catastrophic,homeowners,False,0.0
CLM-2026-00984,AU-2024-278,PORTAL,CLAIMANT-1E9B4D,user-1e9b4d99fb@anonymized.shieldpoint.local,+1-555-1E9-B4D9,XXX-XX-1E9B,ADDR-1E9B4D-ANON,1E9B4D99FB,747.98,2500,500000,1790.66,Small collision incident reported by CLAIMANT-1E9B4D.,2024-03-11,2024-03-13,ADJ-027,medical_report.pdf,auto,auto,collision,low,False,False,approve,0.0,2,3,9,low,auto,False,0.0
CLM-2026-02143,AU-2024-327,AS400,CLAIMANT-08D47F,user-08d47f1bca@anonymized.shieldpoint.local,+1-555-08D-47F1,XXX-XX-08D4,ADDR-08D47F-ANON,08D47F1BCA,796.83,250,100000,2763.46,Slight comprehensive theft incident reported by CLAIMANT-08D47F.,2026-06-04,2026-06-09,ADJ-045,photos_vehicle_damage.pdf|medical_report.pdf,auto,auto,comprehensive_theft,low,False,False,approve,380.09,2,3,7,low,auto,False,380.09
CLM-2026-04153,AU-2024-886,AS400,CLAIMANT-370D06,user-370d064418@anonymized.shieldpoint.local,+1-555-370-D064,XXX-XX-370D,ADDR-370D06-ANON,370D064418,9927.63,500,300000,2157.75,Significant vandalism incident reported by CLAIMANT-370D06.,2026-12-08,2026-12-08,ADJ-007,photos_vehicle_damage.pdf|police_report.pdf|repair_estimate.pdf|medical_report.pdf,auto,auto,vandalism,high,False,False,approve,9427.63,2,9,23,high,auto,False,9427.63
CLM-2026-01364,HE-2024-390,AS400,CLAIMANT-9FCECF,user-9fcecfd671@anonymized.shieldpoint.local,+1-555-9FC-ECFD,XXX-XX-9FCE,ADDR-9FCECF-ANON,9FCECFD671,752.33,1500,100000,1365.63,Slight surgery elective treatment claim for CLAIMANT-9FCECF.,2025-09-21,2025-09-23,ADJ-023,itemized_bill.pdf|prior_authorization.pdf,health,health,surgery_elective,low,False,False,approve,0.0,2,3,4,low,health,False,0.0
CLM-2026-01630,HE-2024-594,AS400,CLAIMANT-317B01,user-317b01a3fa@anonymized.shieldpoint.local,+1-555-317-B01A,XXX-XX-317B,ADDR-317B01-ANON,317B01A3FA,1343.69,2500,300000,2737.02,Noticeable physical therapy treatment claim for CLAIMANT-317B01.,2024-04-16,2024-04-17,ADJ-022,itemized_bill.pdf|treatment_plan.pdf,health,health,physical_therapy,medium,False,False,approve,0.0,3,5,16,medium,health,False,0.0
CLM-2026-02177,AU-2024-124,AS400,CLAIMANT-5A7FE9,user-5a7fe9533e@anonymized.shieldpoint.local,+1-555-5A7-FE95,XXX-XX-5A7F,ADDR-5A7FE9-ANON,5A7FE9533E,1834.33,500,500000,1576.81,Slight racing incident reported by CLAIMANT-5A7FE9. Investigator flagged for possible misrepresentation.,2024-11-04,2024-11-05,ADJ-046,police_report.pdf|photos_vehicle_damage.pdf|repair_estimate.pdf|medical_report.pdf,auto,auto,racing,low,False,False,deny,0.0,1,2,4,low,auto,False,0.0
CLM-2026-03065,HE-2024-282,AS400,CLAIMANT-1D0787,user-1d0787b695@anonymized.shieldpoint.local,+1-555-1D0-787B,XXX-XX-1D07,ADDR-1D0787-ANON,1D0787B695,2405.99,1500,300000,2652.72,Moderate emergency room treatment claim for CLAIMANT-1D0787.,2026-06-23,2026-06-24,ADJ-032,treatment_plan.pdf,health,health,emergency_room,medium,False,False,approve,861.87,2,5,14,medium,health,False,861.87
CLM-2026-04718,HO-2024-744,AS400,CLAIMANT-A56B4F,user-a56b4f5152@anonymized.shieldpoint.local,+1-555-A56-B4F5,XXX-XX-A56B,ADDR-A56B4F-ANON,A56B4F5152,946.99,1500,100000,2541.77,Small wind damage reported by CLAIMANT-A56B4F.,2024-10-04,2024-10-06,ADJ-030,hydrology_report.pdf|adjuster_inspection.pdf|photos_wind_damage.pdf,homeowners,homeowners,wind,low,False,False,approve,0.0,2,3,3,low,homeowners,False,0.0
CLM-2026-04306,HO-2024-073,AS400,CLAIMANT-785A50,user-785a5030ce@anonymized.shieldpoint.local,+1-555-785-A503,XXX-XX-785A,ADDR-785A50-ANON,785A5030CE,673.87,1500,300000,1770.42,Small vandalism damage reported by CLAIMANT-785A50.,2026-01-15,2026-01-15,ADJ-049,adjuster_inspection.pdf,homeowners,homeowners,vandalism,low,True,False,deny,0.0,1,12,15,low,homeowners,True,0.0
CLM-2026-02859,AU-2024-939,PORTAL,CLAIMANT-11B04A,user-11b04a8d44@anonymized.shieldpoint.local,+1-555-11B-04A8,XXX-XX-11B0,ADDR-11B04A-ANON,11B04A8D44,5756.76,500,150000,2185.35,Moderate uninsured motorist incident reported by CLAIMANT-11B04A.,2025-11-13,2025-11-16,ADJ-034,police_report.pdf,auto,auto,uninsured_motorist,medium,True,False,deny,0.0,3,12,15,medium,auto,True,0.0
CLM-2026-00040,HO-2024-832,AS400,CLAIMANT-0EC69D,user-0ec69dd0ea@anonymized.shieldpoint.local,+1-555-0EC-69DD,XXX-XX-0EC6,ADDR-0EC69D-ANON,0EC69DD0EA,1135.73,250,500000,2573.11,Minor water damage damage reported by CLAIMANT-0EC69D.,2025-10-10,2025-10-15,ADJ-009,adjuster_inspection.pdf|hydrology_report.pdf|contractor_estimate.pdf|photos_water_damage_damage.pdf,homeowners,homeowners,water_damage,low,False,False,approve,454.86,1,2,5,low,homeowners,False,454.86
CLM-2026-01359,AU-2024-852,AS400,CLAIMANT-1974A1,user-1974a192f4@anonymized.shieldpoint.local,+1-555-197-4A19,XXX-XX-1974,ADDR-1974A1-ANON,1974A192F4,257.47,500,250000,2527.69,Small comprehensive glass incident reported by CLAIMANT-1974A1.,2025-03-28,2025-04-02,ADJ-006,police_report.pdf|medical_report.pdf|photos_vehicle_damage.pdf,auto,auto,comprehensive_glass,low,False,False,route_to_manual_review,0.0,1,2,14,low,auto,False,0.0
CLM-2026-04626,HE-2024-256,AS400,CLAIMANT-1D3085,user-1d308504d5@anonymized.shieldpoint.local,+1-555-1D3-0850,XXX-XX-1D30,ADDR-1D3085-ANON,1D308504D5,2267.85,500,500000,2679.16,Noticeable emergency room treatment claim for CLAIMANT-1D3085.,2025-10-14,2025-10-17,ADJ-013,medical_records.pdf|itemized_bill.pdf|treatment_plan.pdf|prior_authorization.pdf,health,health,emergency_room,medium,False,False,route_to_manual_review,0.0,2,5,13,medium,health,False,0.0
CLM-2026-01945,AU-2024-751,PORTAL,CLAIMANT-733CCA,user-733ccab0a7@anonymized.shieldpoint.local,+1-555-733-CCAB,XXX-XX-733C,ADDR-733CCA-ANON,733CCAB0A7,214.04,250,250000,1472.47,Minor comprehensive glass incident reported by CLAIMANT-733CCA.,2024-11-05,2024-11-12,ADJ-048,medical_report.pdf|repair_estimate.pdf,auto,auto,comprehensive_glass,low,False,False,approve,0.0,1,2,5,low,auto,False,0.0
CLM-2026-04517,AU-2024-919,AS400,CLAIMANT-DD4350,user-dd4350595e@anonymized.shieldpoint.local,+1-555-DD4-3505,XXX-XX-DD43,ADDR-DD4350-ANON,DD4350595E,3883.75,250,100000,2832.73,Noticeable collision incident reported by CLAIMANT-DD4350.,2024-01-16,2024-01-20,ADJ-010,medical_report.pdf,auto,auto,collision,medium,False,False,deny,0.0,2,5,7,medium,auto,False,0.0
CLM-2026-01145,AU-2024-151,PORTAL,CLAIMANT-AB93BD,user-ab93bd3978@anonymized.shieldpoint.local,+1-555-AB9-3BD3,XXX-XX-AB93,ADDR-AB93BD-ANON,AB93BD3978,3606.17,1500,50000,2335.49,Noticeable collision incident reported by CLAIMANT-AB93BD.,2026-12-28,2026-12-30,ADJ-007,police_report.pdf|medical_report.pdf|repair_estimate.pdf|photos_vehicle_damage.pdf,auto,auto,collision,medium,True,False,deny,0.0,2,13,16,medium,auto,True,0.0
CLM-2026-02034,HO-2024-417,AS400,CLAIMANT-03C012,user-03c0124bb7@anonymized.shieldpoint.local,+1-555-03C-0124,XXX-XX-03C0,ADDR-03C012-ANON,03C0124BB7,13715.35,250,150000,2531.38,Noticeable fire damage reported by CLAIMANT-03C012.,2025-04-21,2025-04-22,ADJ-040,contractor_estimate.pdf,homeowners,homeowners,fire,medium,False,False,approve,3785.79,3,5,10,medium,homeowners,False,3785.79
CLM-2026-00803,HE-2024-349,AS400,CLAIMANT-9DD2CB,user-9dd2cb3b1d@anonymized.shieldpoint.local,+1-555-9DD-2CB3,XXX-XX-9DD2,ADDR-9DD2CB-ANON,9DD2CB3B1D,3122.22,500,50000,1574.97,Significant prescription treatment claim for CLAIMANT-9DD2CB.,2026-08-20,2026-08-23,ADJ-041,itemized_bill.pdf|treatment_plan.pdf|medical_records.pdf,health,health,prescription,high,False,False,approve,2622.22,2,9,27,high,health,False,2622.22
CLM-2026-02073,HO-2024-262,PORTAL,CLAIMANT-E4C7F3,user-e4c7f35a82@anonymized.shieldpoint.local,+1-555-E4C-7F35,XXX-XX-E4C7,ADDR-E4C7F3-ANON,E4C7F35A82,640.51,500,100000,884.49,Small vandalism damage reported by CLAIMANT-E4C7F3.,2025-05-11,2025-05-13,ADJ-030,adjuster_inspection.pdf|hydrology_report.pdf,homeowners,homeowners,vandalism,low,False,False,approve,140.51,2,3,9,low,homeowners,False,140.51
CLM-2026-03659,HO-2024-564,AS400,CLAIMANT-00DD9A,user-00dd9a56fc@anonymized.shieldpoint.local,+1-555-00D-D9A5,XXX-XX-00DD,ADDR-00DD9A-ANON,00DD9A56FC,7870.84,1000,300000,1038.18,Noticeable water damage damage reported by CLAIMANT-00DD9A.,2026-12-09,2026-12-09,ADJ-050,photos_water_damage_damage.pdf|adjuster_inspection.pdf,homeowners,homeowners,water_damage,medium,False,False,route_to_manual_review,0.0,2,5,19,medium,homeowners,False,0.0
CLM-2026-04923,AU-2024-540,AS400,CLAIMANT-1A98B4,user-1a98b46186@anonymized.shieldpoint.local,+1-555-1A9-8B46,XXX-XX-1A98,ADDR-1A98B4-ANON,1A98B46186,24600.87,1000,100000,2573.05,Severe uninsured motorist incident reported by CLAIMANT-1A98B4.,2026-06-27,2026-07-03,ADJ-026,police_report.pdf|repair_estimate.pdf|photos_vehicle_damage.pdf,auto,auto,uninsured_motorist,high,False,False,route_to_manual_review,0.0,2,9,21,high,auto,False,0.0
CLM-2026-04710,HO-2024-918,AS400,CLAIMANT-B7BDB9,user-b7bdb9e0c8@anonymized.shieldpoint.local,+1-555-B7B-DB9E,XXX-XX-B7BD,ADDR-B7BDB9-ANON,B7BDB9E0C8,5491.3,500,100000,3071.22,Moderate wind damage reported by CLAIMANT-B7BDB9.,2024-06-02,2024-06-03,ADJ-036,hydrology_report.pdf|adjuster_inspection.pdf|contractor_estimate.pdf|photos_wind_damage.pdf,homeowners,homeowners,wind,medium,False,False,approve,4197.71,2,5,11,medium,homeowners,False,4197.71
CLM-2026-02471,HE-2024-998,PORTAL,CLAIMANT-B76A48,user-b76a481992@anonymized.shieldpoint.local,+1-555-B76-A481,XXX-XX-B76A,ADDR-B76A48-ANON,B76A481992,5641.53,2500,300000,2627.79,Moderate surgery elective treatment claim for CLAIMANT-B76A48.,2026-02-26,2026-03-02,ADJ-016,treatment_plan.pdf|medical_records.pdf|prior_authorization.pdf|itemized_bill.pdf,health,health,surgery_elective,medium,False,False,approve,111.08,3,5,13,medium,health,False,111.08
CLM-2026-03025,HO-2024-620,PORTAL,CLAIMANT-885651,user-885651538a@anonymized.shieldpoint.local,+1-555-885-6515,XXX-XX-8856,ADDR-885651-ANON,885651538A,16332.85,1000,500000,1988.62,Significant wind damage reported by CLAIMANT-885651.,2025-10-02,2025-10-04,ADJ-035,hydrology_report.pdf,homeowners,homeowners,wind,high,False,False,approve,15332.85,2,9,26,high,homeowners,False,15332.85
CLM-2026-04234,AU-2024-182,PORTAL,CLAIMANT-2F7E1C,user-2f7e1c57da@anonymized.shieldpoint.local,+1-555-2F7-E1C5,XXX-XX-2F7E,ADDR-2F7E1C-ANON,2F7E1C57DA,66243.86,1000,50000,2109.99,Total loss intentional damage incident reported by CLAIMANT-2F7E1C. Investigator flagged for possible misrepresentation.,2026-09-21,2026-09-25,ADJ-032,repair_estimate.pdf,auto,auto,intentional_damage,catastrophic,False,False,deny,0.0,2,18,20,catastrophic,auto,False,0.0
CLM-2026-00074,HO-2024-398,AS400,CLAIMANT-AA6910,user-aa6910e66f@anonymized.shieldpoint.local,+1-555-AA6-910E,XXX-XX-AA69,ADDR-AA6910-ANON,AA6910E66F,974.47,1500,300000,2071.98,Small hail damage reported by CLAIMANT-AA6910.,2024-05-13,2024-05-13,ADJ-016,contractor_estimate.pdf,homeowners,homeowners,hail,low,False,False,deny,0.0,1,2,3,low,homeowners,False,0.0
CLM-2026-03289,AU-2024-515,AS400,CLAIMANT-2C2A32,user-2c2a32a6d9@anonymized.shieldpoint.local,+1-555-2C2-A32A,XXX-XX-2C2A,ADDR-2C2A32-ANON,2C2A32A6D9,604.62,500,150000,1004.0,Slight collision incident reported by CLAIMANT-2C2A32.,2024-06-17,2024-06-19,ADJ-002,police_report.pdf|photos_vehicle_damage.pdf|medical_report.pdf,auto,auto,collision,low,False,False,deny,0.0,1,2,5,low,auto,False,0.0
CLM-2026-01121,HO-2024-602,AS400,CLAIMANT-6AA18B,user-6aa18bb2b6@anonymized.shieldpoint.local,+1-555-6AA-18BB,XXX-XX-6AA1,ADDR-6AA18B-ANON,6AA18BB2B6,14449.46,2500,150000,3191.64,Moderate earthquake damage reported by CLAIMANT-6AA18B. Note: peril typically excluded from standard policy.,2024-07-20,2024-07-20,ADJ-014,adjuster_inspection.pdf|contractor_estimate.pdf|photos_earthquake_damage.pdf|hydrology_report.pdf,homeowners,homeowners,earthquake,medium,False,False,deny,0.0,2,5,8,medium,homeowners,False,0.0
CLM-2026-03441,HO-2024-097,AS400,CLAIMANT-CD704F,user-cd704f7d8a@anonymized.shieldpoint.local,+1-555-CD7-04F7,XXX-XX-CD70,ADDR-CD704F-ANON,CD704F7D8A,4647.11,500,300000,3151.09,Noticeable hail damage reported by CLAIMANT-CD704F.,2026-03-16,2026-03-16,ADJ-050,contractor_estimate.pdf|hydrology_report.pdf|adjuster_inspection.pdf|photos_hail_damage.pdf,homeowners,homeowners,hail,medium,False,False,route_to_manual_review,0.0,2,5,20,medium,homeowners,False,0.0
CLM-2026-02302,HE-2024-955,AS400,CLAIMANT-BC5241,user-bc524143b5@anonymized.shieldpoint.local,+1-555-BC5-2414,XXX-XX-BC52,ADDR-BC5241-ANON,BC524143B5,1539.47,2500,250000,1045.64,Slight surgery emergency treatment claim for CLAIMANT-BC5241.,2026-02-03,2026-02-08,ADJ-032,prior_authorization.pdf|itemized_bill.pdf,health,health,surgery_emergency,low,False,False,approve,0.0,1,2,10,low,health,False,0.0
CLM-2026-04538,HO-2024-832,AS400,CLAIMANT-FD0EA6,user-fd0ea65637@anonymized.shieldpoint.local,+1-555-FD0-EA65,XXX-XX-FD0E,ADDR-FD0EA6-ANON,FD0EA65637,4009.67,1000,100000,2494.73,Noticeable vandalism damage reported by CLAIMANT-FD0EA6.,2025-09-23,2025-09-30,ADJ-046,hydrology_report.pdf|photos_vandalism_damage.pdf|contractor_estimate.pdf|adjuster_inspection.pdf,homeowners,homeowners,vandalism,medium,False,False,approve,3009.67,2,5,10,medium,homeowners,False,3009.67
CLM-2026-01956,HO-2024-420,AS400,CLAIMANT-35EE12,user-35ee12dc98@anonymized.shieldpoint.local,+1-555-35E-E12D,XXX-XX-35EE,ADDR-35EE12-ANON,35EE12DC98,5721.88,500,250000,2077.11,Noticeable hail damage reported by CLAIMANT-35EE12.,2026-06-25,2026-06-30,ADJ-008,photos_hail_damage.pdf,homeowners,homeowners,hail,medium,False,True,route_to_manual_review,0.0,3,11,16,medium,homeowners,False,0.0
CLM-2026-03508,HE-2024-390,AS400,CLAIMANT-2CABB5,user-2cabb550df@anonymized.shieldpoint.local,+1-555-2CA-BB55,XXX-XX-2CAB,ADDR-2CABB5-ANON,2CABB550DF,1192.67,2500,500000,1606.73,Noticeable urgent care treatment claim for CLAIMANT-2CABB5.,2026-06-05,2026-06-09,ADJ-018,treatment_plan.pdf|prior_authorization.pdf|medical_records.pdf,health,health,urgent_care,medium,False,False,route_to_manual_review,0.0,2,5,16,medium,health,False,0.0
CLM-2026-00831,HO-2024-873,PORTAL,CLAIMANT-95833B,user-95833b8822@anonymized.shieldpoint.local,+1-555-958-33B8,XXX-XX-9583,ADDR-95833B-ANON,95833B8822,3584.25,2500,150000,2927.63,Noticeable vandalism damage reported by CLAIMANT-95833B.,2025-01-09,2025-01-15,ADJ-012,adjuster_inspection.pdf|contractor_estimate.pdf,homeowners,homeowners,vandalism,medium,False,False,approve,1084.25,3,5,10,medium,homeowners,False,1084.25
CLM-2026-03967,AU-2024-899,PORTAL,CLAIMANT-251E8E,user-251e8efab7@anonymized.shieldpoint.local,+1-555-251-E8EF,XXX-XX-251E,ADDR-251E8E-ANON,251E8EFAB7,520.49,1500,150000,2168.26,Minor collision incident reported by CLAIMANT-251E8E.,2025-02-06,2025-02-11,ADJ-030,police_report.pdf,auto,auto,collision,low,False,False,approve,0.0,1,2,4,low,auto,False,0.0
CLM-2026-02419,AU-2024-563,PORTAL,CLAIMANT-924D4D,user-924d4d3f59@anonymized.shieldpoint.local,+1-555-924-D4D3,XXX-XX-924D,ADDR-924D4D-ANON,924D4D3F59,530.44,500,500000,2703.39,Slight collision incident reported by CLAIMANT-924D4D.,2024-08-16,2024-08-20,ADJ-012,medical_report.pdf|police_report.pdf|photos_vehicle_damage.pdf|repair_estimate.pdf,auto,auto,collision,low,False,True,route_to_manual_review,0.0,1,13,26,low,auto,False,0.0
CLM-2026-02912,HO-2024-578,PORTAL,CLAIMANT-B4AE9F,user-b4ae9f128a@anonymized.shieldpoint.local,+1-555-B4A-E9F1,XXX-XX-B4AE,ADDR-B4AE9F-ANON,B4AE9F128A,13245.45,1000,300000,1277.63,Noticeable earthquake damage reported by CLAIMANT-B4AE9F. Note: peril typically excluded from standard policy.,2026-08-24,2026-08-25,ADJ-032,hydrology_report.pdf,homeowners,homeowners,earthquake,medium,False,False,deny,0.0,3,5,8,medium,homeowners,False,0.0
